City_ID,City,Country,Latitude,Longitude,Max Temperature,Percent Humidity,Percent Cloudiness,Wind Speed,Weather Description
457,San Rafael Del Sur,NI,11.8485,-86.4384,86.97,48,69,10.78,broken clouds
458,Canavieiras,BR,-15.675,-38.9472,85.96,56,30,7.74,scattered clouds
459,Temerloh,MY,3.4483,102.4176,76.5,95,12,1.03,few clouds
460,Hohhot,CN,40.8106,111.6522,43.09,81,0,2.24,clear sky
461,Tsaratanana,MG,-16.7833,47.65,76.75,71,84,7.09,broken clouds
462,Acajutla,SV,13.5928,-89.8275,87.62,58,62,7.2,broken clouds
463,Polyarnyy,RU,69.1989,33.4478,26.89,68,100,20.71,light snow
464,Kirakira,SB,-10.4544,161.9205,79.65,81,89,4.61,overcast clouds
465,Aswan,EG,24.0934,32.907,101.5,8,0,4.61,clear sky
466,Straumen,NO,63.8709,11.2999,42.8,67,44,12.15,scattered clouds
467,Manggar,ID,-2.8833,108.2667,80.89,82,92,2.24,overcast clouds
468,Wilmington,US,34.2257,-77.9447,70.0,42,0,16.11,clear sky
469,Rognan,NO,67.0953,15.3878,35.76,69,100,11.92,light rain
470,Ngaoundere,CM,7.3167,13.5833,76.66,61,100,4.63,overcast clouds
471,Montepuez,MZ,-13.1256,38.9997,67.1,87,84,4.99,broken clouds
472,Gallipoli,TR,40.4103,26.6708,71.46,67,1,14.18,clear sky
473,Olden,NO,61.8364,6.8064,47.14,91,100,3.44,overcast clouds
474,Westport,US,41.1415,-73.3579,53.74,27,0,21.85,clear sky
475,Prado,BR,-17.3411,-39.2208,83.12,62,5,7.65,clear sky
476,Barao De Melgaco,BR,-16.1944,-55.9675,96.12,28,26,8.86,scattered clouds
477,Pankrushikha,RU,53.8319,80.3406,60.33,50,47,10.65,scattered clouds
478,Yeppoon,AU,-23.1333,150.7333,67.78,83,19,13.65,few clouds
479,Gravdal,NO,68.1214,13.5031,33.69,60,40,14.97,scattered clouds
480,Flin Flon,CA,54.7682,-101.865,39.04,65,75,5.75,broken clouds
481,Payo,ID,-3.7508,103.6372,74.25,98,94,1.43,overcast clouds
482,Abu Dhabi,AE,24.4667,54.3667,89.71,60,0,6.91,clear sky
483,Mandalgovi,MN,45.7625,106.2708,35.49,31,100,20.18,overcast clouds
484,Goksun,TR,38.021,36.4973,61.38,40,70,4.94,broken clouds
485,Wanaka,NZ,-44.7,169.15,46.62,87,0,2.93,clear sky
486,Pangnirtung,CA,66.1451,-65.7125,19.4,68,75,28.77,broken clouds
487,Lulea,SE,65.5842,22.1547,39.27,41,0,6.91,clear sky
488,Saint Anthony,US,45.0205,-93.218,47.03,54,100,14.97,overcast clouds
489,Rahimatpur,IN,17.6,74.2,85.96,50,46,8.34,scattered clouds
490,Chalmette,US,29.9427,-89.9634,80.06,38,0,9.22,clear sky
491,Kaduqli,SD,11.0167,29.7167,101.14,6,68,9.66,broken clouds
492,Miraflores,MX,19.2167,-98.8083,67.03,41,8,3.0,clear sky
493,Bar Harbor,US,44.3876,-68.2039,47.37,77,100,15.01,overcast clouds
494,Seda,LV,57.65,25.75,44.06,53,100,8.05,overcast clouds
495,Pochutla,MX,15.7432,-96.4661,90.82,48,1,6.91,clear sky
496,Kalmunai,LK,7.4167,81.8167,82.51,82,80,9.57,broken clouds
497,Nichinan,JP,31.6,131.3667,66.92,95,100,3.98,light rain
498,Ulaanbaatar,MN,47.9077,106.8832,24.93,36,0,2.24,clear sky
499,Paramonga,PE,-10.6667,-77.8333,68.2,86,98,6.78,overcast clouds
500,Longyearbyen,SJ,78.2186,15.6401,10.24,52,40,18.41,scattered clouds
501,Hay River,CA,60.8156,-115.7999,31.96,74,75,6.91,broken clouds
502,Tessalit,ML,20.1986,1.0114,95.74,6,0,10.27,clear sky
503,Kurtalan,TR,37.9272,41.7028,64.08,70,33,6.26,scattered clouds
504,Tautira,PF,-17.7333,-149.15,80.2,75,20,23.02,light rain
505,Nantucket,US,41.2835,-70.0995,51.91,44,0,17.27,clear sky
506,Lantawan,PH,10.6167,123.9833,78.49,87,97,1.54,overcast clouds
507,Yerofey Pavlovich,RU,53.9667,121.9667,33.96,59,100,9.06,overcast clouds
508,Ordzhonikidze,KZ,52.4411,61.7408,64.83,36,97,13.53,overcast clouds
509,Dengzhou,CN,37.8086,120.7508,45.55,88,100,6.91,overcast clouds
510,Wairoa,NZ,-39.0333,177.3667,51.55,97,80,1.01,broken clouds
511,At-Bashi,KG,41.1702,75.8106,47.21,38,0,4.12,clear sky
512,Hermiston,US,45.8404,-119.2895,52.2,69,75,5.75,broken clouds
513,Lhokseumawe,ID,5.1801,97.1507,81.7,83,35,6.22,scattered clouds
514,Seydi,TM,39.4816,62.9137,83.46,21,89,12.44,overcast clouds
515,Saint-Georges,GD,12.0564,-61.7485,82.08,83,75,20.71,broken clouds
516,Karasjok,NO,69.4719,25.5112,23.45,90,100,15.39,light snow
517,Okhotsk,RU,59.3833,143.3,25.68,78,89,16.22,overcast clouds
518,Sungaipenuh,ID,-2.0833,101.3833,65.73,97,99,1.01,light rain
519,Kasongo-Lunda,CD,-6.4667,16.8167,72.91,91,50,1.01,light rain
520,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,89.02,62,79,2.39,broken clouds
521,Damietta,EG,31.4165,31.8133,69.69,68,0,7.34,clear sky
522,Arlit,NE,18.7369,7.3853,97.03,4,65,10.47,broken clouds
523,Arroyo,ES,41.6096,-4.7969,63.19,67,40,13.8,scattered clouds
524,Dillon,US,34.4166,-79.3712,73.26,37,31,9.98,scattered clouds
525,San Ignacio,BZ,17.1561,-89.0714,82.54,74,75,0.0,broken clouds
526,Iqaluit,CA,63.7506,-68.5145,19.13,67,100,19.57,overcast clouds
527,Dese,ET,11.1333,39.6333,56.41,81,91,6.89,light rain
528,Dobryanka,RU,58.4619,56.4165,32.14,88,100,9.13,overcast clouds
529,Sfantu Gheorghe,RO,45.8667,25.7833,51.82,94,99,3.33,overcast clouds
530,Trincomalee,LK,8.5711,81.2335,83.52,75,96,5.41,overcast clouds
531,Rio Real,BR,-11.4847,-37.9328,79.97,71,100,10.63,overcast clouds
532,Chala,TZ,-7.5833,31.2667,58.28,97,34,3.53,scattered clouds
533,Goundi,TD,9.3627,17.366,83.46,55,63,6.08,light rain
534,Camargo,MX,27.6667,-105.1667,83.8,12,0,9.35,clear sky
535,Muros,ES,42.7762,-9.0603,72.68,55,16,14.36,few clouds
536,Aitape,PG,-3.1374,142.3475,77.63,87,80,3.69,broken clouds
537,Charters Towers,AU,-20.1,146.2667,68.29,88,71,7.81,broken clouds
538,La Ronge,CA,55.1001,-105.2842,41.22,70,75,5.75,broken clouds
539,Jieshou,CN,33.2634,115.3611,46.81,97,87,5.17,overcast clouds
540,Saryozek,KZ,44.3583,77.9753,51.39,44,0,5.03,clear sky
541,Gazli,UZ,40.1333,63.45,79.48,32,75,12.66,broken clouds
542,Nikki,BJ,9.9401,3.2108,95.25,27,98,1.12,overcast clouds
543,Tarko-Sale,RU,64.9225,77.785,26.6,96,100,17.47,snow
544,Cockburn Town,TC,21.4612,-71.1419,75.67,56,33,10.6,scattered clouds
545,Rioja,AR,-29.4111,-66.8507,68.5,32,0,11.39,clear sky
546,Ginir,ET,7.1333,40.7,60.37,83,97,4.09,light rain
547,Polunochnoye,RU,60.8697,60.4153,30.78,95,100,11.52,light snow
548,Tanabe,JP,33.7333,135.3667,61.39,90,69,5.14,broken clouds
549,Faya,SA,18.3851,42.4509,68.11,43,1,6.42,clear sky
550,Port-Cartier,CA,50.0334,-66.8654,38.75,83,100,14.07,overcast clouds
551,Erzin,TR,36.9559,36.2,67.93,55,8,3.65,clear sky
552,Sorong,ID,-0.8833,131.25,77.34,86,100,1.28,overcast clouds
553,Guiratinga,BR,-16.3494,-53.7583,88.88,32,9,6.44,clear sky
554,Poltavka,RU,54.3663,71.7632,66.06,36,93,12.75,overcast clouds
555,Goderich,CA,43.7501,-81.7165,41.32,60,0,11.5,clear sky
556,Black River,JM,18.0264,-77.8487,83.32,57,10,6.08,clear sky
557,Razole,IN,16.4833,81.8333,82.76,80,13,9.69,few clouds
558,Belmonte,BR,-15.8631,-38.8828,83.23,61,18,8.52,few clouds
559,Itapira,BR,-22.4361,-46.8217,84.15,35,3,6.67,clear sky
560,Ouesso,CG,1.6136,16.0517,76.59,83,70,1.59,broken clouds
561,Kungurtug,RU,50.5994,97.5228,34.07,68,99,1.14,overcast clouds
562,Jiwani,PK,25.05,61.7417,85.62,68,0,13.29,clear sky
563,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,100,75,33.26,mist
564,Shimoda,JP,34.6667,138.95,57.11,78,97,14.2,overcast clouds
565,Soresina,IT,45.2865,9.857,70.56,44,12,4.56,few clouds
566,Eydhafushi,MV,5.1033,73.0708,85.28,69,100,4.34,overcast clouds
567,Piacabucu,BR,-10.4056,-36.4344,82.11,72,88,11.25,overcast clouds
568,Kyzyl-Suu,KG,42.3414,78.0056,45.41,42,0,8.46,clear sky
569,Asahikawa,JP,43.7678,142.3703,38.95,58,97,4.5,overcast clouds
570,Strezhevoy,RU,60.7333,77.5889,50.07,98,100,8.41,moderate rain
571,Pemberton,CA,50.3164,-122.8027,42.49,88,72,1.23,broken clouds
572,Whitehorse,CA,60.7161,-135.0538,34.57,82,75,6.91,broken clouds
573,Uni,RU,57.7535,51.4923,31.95,79,100,7.29,overcast clouds
574,Najran,SA,17.4924,44.1277,75.85,52,39,3.65,moderate rain
575,Terrace,CA,54.5163,-128.6035,40.91,87,75,0.0,broken clouds
576,Itupiranga,BR,-5.1347,-49.3267,89.92,53,86,4.52,overcast clouds
577,Tres Arroyos,AR,-38.3739,-60.2798,52.63,39,6,19.46,clear sky
578,Zaragoza,ES,41.6561,-0.8773,70.02,47,20,10.36,few clouds
579,Lorengau,PG,-2.0226,147.2712,81.18,75,91,1.92,overcast clouds
580,Matagami,CA,49.7502,-77.6328,33.91,34,0,9.22,clear sky
581,Kasaragod,IN,12.5,75.0,82.74,84,28,1.03,scattered clouds
582,Talcahuano,CL,-36.7167,-73.1167,53.28,62,0,12.66,clear sky
583,Kambove,CD,-10.8764,26.5969,60.26,95,51,4.74,broken clouds
584,Tam Ky,VN,15.5667,108.4833,76.55,91,99,3.33,overcast clouds
585,Chanika,TZ,-5.4167,38.0167,67.15,99,58,3.44,light rain
586,Maceio,BR,-9.6658,-35.7353,81.84,74,75,16.11,broken clouds
587,Kolosovka,RU,56.4678,73.611,65.97,37,98,15.7,overcast clouds
588,Sambava,MG,-14.2667,50.1667,77.25,84,22,17.43,few clouds
589,San Andres,CO,12.5847,-81.7006,84.22,84,75,12.66,broken clouds
590,Chirilagua,SV,13.2203,-88.1386,83.95,55,96,0.78,overcast clouds
591,Ponta Delgada,PT,37.7333,-25.6667,66.51,94,75,19.57,light rain
592,Letterkenny,IE,54.95,-7.7333,55.33,57,94,5.01,overcast clouds
593,Izhma,RU,65.0083,53.9113,24.6,80,40,2.89,scattered clouds
594,Yarmouth,US,41.7057,-70.2286,51.98,52,0,24.0,clear sky
595,Wexford,IE,52.3342,-6.4575,54.21,69,80,5.7,broken clouds
596,Senno,RU,59.5336,33.9167,37.26,70,99,3.2,light rain
597,Koubia,GN,11.5833,-11.9,95.74,18,47,7.18,scattered clouds
598,Vao,NC,-22.6667,167.4833,75.47,70,100,20.58,light rain
599,Balkanabat,TM,39.5108,54.3671,77.22,39,6,7.76,clear sky
600,Sosnovo-Ozerskoye,RU,52.5249,111.5418,27.95,58,89,8.72,overcast clouds
601,Kamaishi,JP,39.2667,141.8833,44.58,58,80,6.8,broken clouds
602,Zhenlai,CN,45.8495,123.2973,44.28,22,3,8.61,clear sky
603,Port Hedland,AU,-20.3167,118.5667,73.45,88,100,1.14,light rain
604,Channel-Port Aux Basques,CA,47.5702,-59.1367,39.56,88,100,28.45,overcast clouds
605,Palmer,US,42.1584,-72.3287,49.6,43,75,18.41,broken clouds
606,Brae,GB,60.3964,-1.353,47.77,71,86,9.08,overcast clouds
607,Bonham,US,33.5773,-96.1783,75.6,70,40,14.97,scattered clouds
608,Zachary,US,30.6485,-91.1565,78.73,68,0,8.05,clear sky
609,Pozoblanco,ES,38.3791,-4.8483,59.9,62,81,13.27,broken clouds
610,Cabedelo,BR,-6.9811,-34.8339,88.47,71,66,13.49,broken clouds
611,Isangel,VU,-19.55,169.2667,78.08,73,100,21.27,overcast clouds
612,Boddam,GB,57.4667,-1.7833,55.78,76,75,5.44,broken clouds
613,Coari,BR,-4.085,-63.1414,87.01,65,77,4.32,broken clouds
614,Martigny,CH,46.0833,7.0833,66.42,70,2,3.96,clear sky
615,Mersin,TR,36.862,34.6509,68.14,49,0,5.12,clear sky
616,Pauini,BR,-7.7136,-66.9764,90.54,52,54,5.1,broken clouds
617,Vestmanna,FO,62.1564,-7.1664,43.72,76,100,6.91,overcast clouds
618,Mendrisio,CH,45.8674,8.9821,71.44,44,22,10.36,few clouds
619,Rabaul,PG,-4.1967,152.1721,79.27,80,71,5.03,broken clouds
620,Pustoshka,RU,56.3355,29.369,38.44,54,69,4.09,broken clouds
621,Bhadrachalam,IN,17.6667,80.8833,89.76,42,29,7.52,scattered clouds
622,Ibipeba,BR,-11.6408,-42.0111,86.95,38,72,12.39,broken clouds
623,Richards Bay,ZA,-28.783,32.0377,67.82,80,0,10.09,clear sky
624,Gumdag,TM,39.2061,54.5906,75.81,40,6,11.77,clear sky
625,Yulara,AU,-25.2406,130.9889,75.04,31,75,8.05,broken clouds
626,Coquimbo,CL,-29.9533,-71.3436,69.53,56,0,9.22,clear sky
627,Pella,RU,59.7775,30.8181,41.88,59,76,3.67,broken clouds
628,Pangoa,PE,-12.1167,-73.0,82.87,63,94,3.62,overcast clouds
629,Wenling,CN,28.3669,121.36,62.89,97,85,6.4,overcast clouds
630,Quatre Cocos,MU,-20.2078,57.7625,75.31,74,1,0.92,clear sky
631,Collie,AU,-33.3667,116.15,48.6,89,25,1.23,scattered clouds
632,Panama City,PA,8.9936,-79.5197,84.43,77,75,4.61,broken clouds
633,Egvekinot,RU,66.3167,-179.1667,16.61,68,18,8.5,few clouds
634,Ende,ID,-8.8432,121.6623,77.31,87,98,1.43,overcast clouds
635,Rumphi,MW,-11.0186,33.8575,61.75,96,55,3.4,broken clouds
636,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.47,72,91,11.32,overcast clouds
637,Biltine,TD,14.5333,20.9167,98.44,19,37,3.49,scattered clouds
638,Shubarshi,KZ,48.5872,57.1869,61.97,34,45,11.21,scattered clouds
639,Synya,RU,65.3718,58.0387,19.78,89,61,0.83,broken clouds
640,Crotone,IT,39.0851,17.1178,67.95,37,0,17.27,clear sky
641,Goulburn,AU,-34.75,149.7167,54.23,96,78,4.52,broken clouds
642,Manta,EC,-0.95,-80.7333,80.38,74,75,11.5,broken clouds
643,Valleyview,CA,55.0667,-117.2859,33.84,93,100,14.97,overcast clouds
644,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.39,86,97,9.51,overcast clouds
645,Xuddur,SO,4.1213,43.8894,80.82,61,92,7.83,overcast clouds
646,Usinsk,RU,65.9939,57.5281,24.42,75,43,7.52,scattered clouds
647,Saiha,IN,22.4833,92.9667,72.63,62,0,3.29,clear sky
648,Prainha,BR,-1.8,-53.48,83.62,76,84,3.98,broken clouds
649,Bouza,NE,14.4229,6.0428,98.82,10,100,1.86,overcast clouds
650,Bandiagara,ML,14.3501,-3.6104,98.91,11,77,7.45,broken clouds
651,Abu Zabad,SD,12.35,29.25,93.45,7,51,6.11,broken clouds
652,Nalut,LY,30.3333,10.85,86.72,12,25,6.29,scattered clouds
653,Madingou,CG,-4.1536,13.55,76.69,87,64,2.33,moderate rain
654,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,92,100,27.47,light rain
655,Qena,EG,26.1615,32.7183,92.19,6,0,9.46,clear sky
656,Terrace Bay,CA,48.7834,-87.1,35.33,69,13,5.32,few clouds
657,Viedma,AR,-40.8135,-62.9967,52.61,35,9,20.92,clear sky
658,Santa Cruz,BO,-17.8,-63.1667,85.46,83,75,16.11,broken clouds
659,Monte Alegre,BR,-2.0078,-54.0692,82.11,79,76,5.03,broken clouds
660,Aljezur,PT,37.3191,-8.8033,62.69,72,24,16.17,few clouds
661,Bad Hofgastein,AT,47.1667,13.1,50.61,69,22,5.46,few clouds
662,Tatawin,TN,32.9297,10.4518,68.59,36,44,25.19,scattered clouds
663,Luxor,EG,25.6989,32.6421,95.05,12,0,0.0,clear sky
664,Eureka,US,40.8021,-124.1637,51.13,90,76,5.1,broken clouds
665,Port Macquarie,AU,-31.4333,152.9167,65.89,92,99,7.56,light rain
666,Pozo Colorado,PY,-23.4923,-58.7972,95.16,32,21,8.25,few clouds
667,Sao Joaquim,BR,-28.2939,-49.9317,72.73,61,85,11.03,overcast clouds
668,Olga,RU,43.7444,135.2892,42.39,54,100,5.41,overcast clouds
669,Datong,CN,40.0936,113.2914,48.83,56,10,4.07,clear sky
670,Esmeralda,CU,21.8525,-78.1169,85.28,36,40,12.3,scattered clouds
671,Mareeba,AU,-17.0,145.4333,72.32,91,100,2.39,overcast clouds
672,Fairbanks,US,64.8378,-147.7164,43.83,59,0,4.61,clear sky
673,Stromness,GB,58.965,-3.296,51.76,73,38,11.01,scattered clouds
674,Yuryevets,RU,57.3201,43.1041,34.84,51,77,1.92,broken clouds
675,Agirish,RU,61.9247,63.0231,32.59,97,100,9.42,snow
676,Kabin Buri,TH,13.9511,101.7177,77.59,85,100,0.85,moderate rain
677,Guangshui,CN,31.6199,113.9978,49.44,91,99,6.78,overcast clouds
678,Marsh Harbour,BS,26.5412,-77.0636,75.81,64,50,1.19,scattered clouds
679,Camacha,PT,33.0833,-16.3333,63.82,59,40,11.5,scattered clouds
680,Altay,CN,47.8667,88.1167,43.34,39,0,9.55,clear sky
681,Killybegs,IE,54.6333,-8.45,56.91,64,28,7.29,scattered clouds
682,Mnogovershinnyy,RU,53.9353,139.9242,20.68,85,100,7.47,overcast clouds
683,Imeni Poliny Osipenko,RU,52.4201,136.4853,20.98,91,94,1.79,overcast clouds
684,Laguna,US,38.421,-121.4238,58.01,58,0,12.66,clear sky
685,Piltene,LV,57.2243,21.6744,42.75,61,0,16.11,clear sky
